UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
5480.0,302.7,312.1,1564.0,32.1,188.0,0.0
5481.0,302.7,312.1,1478.0,36.0,191.0,0.0
5482.0,302.6,312.0,1781.0,28.5,196.0,0.0
5483.0,302.6,312.1,1782.0,26.8,198.0,0.0
5484.0,302.6,312.1,2000.0,21.9,200.0,0.0
5485.0,302.5,312.0,1826.0,25.3,203.0,0.0
5486.0,302.6,312.1,1344.0,51.0,206.0,0.0
5487.0,302.6,312.2,1520.0,43.0,208.0,0.0
5488.0,302.6,312.1,1611.0,39.9,210.0,0.0
5489.0,302.7,312.2,1450.0,52.1,213.0,1.0
5490.0,302.6,312.1,1499.0,35.0,215.0,0.0
5491.0,302.6,312.1,1288.0,68.5,0.0,1.0
5492.0,302.7,312.2,1350.0,58.6,2.0,0.0
5493.0,302.9,312.4,1334.0,50.9,5.0,0.0
5494.0,302.8,312.4,1376.0,57.1,8.0,0.0
5495.0,302.8,312.4,1368.0,49.5,10.0,0.0
5496.0,302.9,312.5,1357.0,55.0,12.0,0.0
5497.0,302.9,312.5,1924.0,24.0,17.0,0.0
5498.0,302.9,312.5,1551.0,40.0,20.0,0.0
5499.0,302.9,312.5,1903.0,21.2,23.0,0.0
5500.0,302.9,312.3,1417.0,48.7,26.0,0.0
5501.0,302.7,312.1,1601.0,35.2,31.0,0.0
5502.0,302.7,312.1,1543.0,37.5,33.0,0.0
5503.0,302.6,312.1,1439.0,52.3,35.0,0.0
5504.0,302.6,312.0,1657.0,29.3,37.0,0.0
5505.0,302.8,312.2,1458.0,51.0,42.0,0.0
5506.0,302.8,312.2,1746.0,27.4,44.0,0.0
5507.0,302.9,312.2,1677.0,30.5,46.0,0.0
5508.0,302.8,312.1,1520.0,39.9,48.0,0.0
5509.0,302.9,312.2,1367.0,55.1,50.0,0.0
5510.0,302.8,312.2,1509.0,36.5,52.0,0.0
5511.0,302.8,312.1,1418.0,51.4,54.0,0.0
5512.0,302.8,312.1,1958.0,20.3,56.0,0.0
5513.0,302.8,312.2,1682.0,30.9,58.0,0.0
5514.0,302.8,312.2,1452.0,50.3,60.0,0.0
5515.0,302.7,312.0,1828.0,24.0,63.0,0.0
5516.0,302.7,312.0,1484.0,41.5,65.0,0.0
5517.0,302.6,312.0,1674.0,32.2,70.0,0.0
5518.0,302.6,311.9,1448.0,49.5,72.0,0.0
5519.0,302.5,311.8,2023.0,19.1,74.0,0.0
5520.0,302.5,311.9,1452.0,47.4,77.0,0.0
5521.0,302.6,312.0,1496.0,45.0,79.0,0.0
5522.0,302.6,311.9,1397.0,46.9,82.0,0.0
5523.0,302.6,311.9,1453.0,39.1,84.0,0.0
5524.0,302.5,311.9,1524.0,34.8,86.0,0.0
5525.0,302.6,311.9,1633.0,30.9,89.0,0.0
5526.0,302.6,312.0,1363.0,45.7,91.0,0.0
5527.0,302.5,311.9,1520.0,44.9,94.0,0.0
5528.0,302.5,311.9,1532.0,38.8,96.0,0.0
5529.0,302.4,311.8,1384.0,50.9,99.0,0.0
5530.0,302.4,311.8,1539.0,39.9,101.0,0.0
5531.0,302.3,311.8,1355.0,50.1,104.0,0.0
5532.0,302.3,311.7,1504.0,37.3,107.0,0.0
5533.0,302.4,311.8,1476.0,46.6,110.0,0.0
5534.0,302.4,311.7,1721.0,26.9,112.0,0.0
5535.0,302.3,311.7,1494.0,37.1,114.0,0.0
5536.0,302.3,311.7,1465.0,43.5,117.0,0.0
5537.0,302.3,311.8,1363.0,54.0,119.0,1.0
5538.0,302.4,311.8,1648.0,30.0,122.0,0.0
5539.0,302.3,311.8,1879.0,23.0,124.0,0.0
5540.0,302.3,311.7,1482.0,39.0,127.0,0.0
5541.0,302.4,311.8,1493.0,38.4,132.0,0.0
5542.0,302.4,311.8,1433.0,42.2,134.0,0.0
5543.0,302.3,311.7,1400.0,41.6,136.0,0.0
5544.0,302.4,311.8,1255.0,59.0,138.0,0.0
5545.0,302.2,311.7,1471.0,45.6,140.0,0.0
5546.0,302.2,311.6,1357.0,44.2,142.0,0.0
5547.0,302.3,311.7,1453.0,41.2,147.0,0.0
5548.0,302.3,311.7,1540.0,28.9,149.0,0.0
5549.0,302.3,311.8,1605.0,35.2,152.0,0.0
5550.0,302.3,311.9,1374.0,52.4,154.0,0.0
5551.0,302.3,311.9,1508.0,42.3,159.0,0.0
5552.0,302.4,311.9,1366.0,47.3,162.0,0.0
5553.0,302.5,312.0,1579.0,35.7,167.0,0.0
5554.0,302.5,311.9,1306.0,59.7,172.0,0.0
5555.0,302.5,312.0,1521.0,40.2,174.0,0.0
5556.0,302.5,312.0,1411.0,44.2,177.0,0.0
5557.0,302.5,312.0,1357.0,42.0,179.0,0.0
5558.0,302.5,312.0,1436.0,43.5,184.0,0.0
5559.0,302.5,311.9,1553.0,40.1,187.0,0.0
5560.0,302.5,312.0,1451.0,43.2,189.0,0.0
5561.0,302.4,311.9,1541.0,37.9,192.0,0.0
5562.0,302.3,311.7,1341.0,46.3,194.0,0.0
5563.0,302.3,311.7,1648.0,32.1,197.0,0.0
5564.0,302.3,311.7,1640.0,31.5,199.0,0.0
5565.0,302.4,311.8,1416.0,46.1,202.0,0.0
5566.0,302.4,311.9,1671.0,29.9,204.0,0.0
5567.0,302.4,312.0,1457.0,45.5,206.0,0.0
5568.0,302.5,312.0,1445.0,54.8,0.0,0.0
5569.0,302.5,312.1,1534.0,38.6,3.0,0.0
5570.0,302.4,312.0,1508.0,36.9,5.0,0.0
5571.0,302.4,312.1,1492.0,47.7,7.0,0.0
5572.0,302.4,312.0,1562.0,37.9,10.0,0.0
5573.0,302.4,312.0,1545.0,36.4,12.0,0.0
5574.0,302.5,312.2,1738.0,25.3,14.0,0.0
5575.0,302.4,312.0,1305.0,49.1,16.0,0.0
5576.0,302.4,312.0,1477.0,39.7,18.0,0.0
5577.0,302.4,312.0,1457.0,43.4,23.0,0.0
5578.0,302.4,312.1,1455.0,40.4,28.0,0.0
5579.0,302.5,312.2,1574.0,38.7,30.0,0.0
5580.0,302.6,312.2,1695.0,27.1,32.0,0.0
5581.0,302.6,312.2,1458.0,38.8,34.0,0.0
5582.0,302.5,312.1,1454.0,47.6,37.0,0.0
5583.0,302.5,312.0,2052.0,18.9,40.0,0.0
5584.0,302.5,312.0,1673.0,29.9,42.0,0.0
5585.0,302.4,311.9,1578.0,29.9,44.0,0.0
5586.0,302.5,312.0,1642.0,29.1,46.0,0.0
5587.0,302.4,311.8,1557.0,31.5,49.0,0.0
5588.0,302.5,311.9,1481.0,42.9,52.0,0.0
5589.0,302.5,311.8,1566.0,37.6,54.0,0.0
5590.0,302.5,311.9,1298.0,57.5,57.0,0.0
5591.0,302.5,311.9,1340.0,59.4,60.0,0.0
5592.0,302.5,312.0,1574.0,33.8,63.0,0.0
5593.0,302.5,311.9,1437.0,46.7,65.0,0.0
5594.0,302.6,311.9,1354.0,48.0,67.0,0.0
5595.0,302.6,311.9,1598.0,35.5,69.0,0.0
5596.0,302.7,312.0,1944.0,21.4,71.0,0.0
5597.0,302.7,312.0,1538.0,36.7,74.0,0.0
5598.0,302.7,312.0,1501.0,37.0,77.0,0.0
5599.0,302.8,312.1,1441.0,52.1,79.0,0.0
5600.0,302.7,312.0,1652.0,31.0,81.0,0.0
5601.0,302.8,312.1,1487.0,36.6,84.0,0.0
5602.0,302.9,312.2,1605.0,33.9,86.0,0.0
5603.0,302.9,312.1,1334.0,54.7,88.0,0.0
5604.0,302.9,312.2,1340.0,57.8,90.0,0.0
5605.0,302.9,312.2,1513.0,37.8,92.0,0.0
5606.0,302.9,312.2,1510.0,41.4,94.0,0.0
5607.0,302.9,312.2,1729.0,23.6,96.0,0.0
5608.0,302.9,312.2,1745.0,25.5,98.0,0.0
5609.0,303.1,312.3,1623.0,31.6,101.0,0.0
5610.0,303.1,312.4,1378.0,50.1,104.0,0.0
5611.0,303.1,312.4,1407.0,41.2,107.0,0.0
5612.0,303.0,312.3,1674.0,29.5,109.0,0.0
5613.0,303.0,312.3,1486.0,42.4,112.0,0.0
5614.0,303.0,312.3,1483.0,38.8,114.0,0.0
5615.0,303.0,312.2,1624.0,28.8,117.0,0.0
5616.0,303.0,312.2,1257.0,71.3,122.0,1.0
5617.0,303.0,312.3,1480.0,41.4,125.0,0.0
5618.0,303.1,312.4,1404.0,61.5,127.0,1.0
5619.0,303.0,312.4,1645.0,29.6,129.0,0.0
5620.0,303.0,312.3,1932.0,21.9,132.0,0.0
5621.0,303.0,312.3,1533.0,38.5,134.0,0.0
5622.0,302.9,312.2,1292.0,54.4,136.0,0.0
5623.0,302.9,312.2,1571.0,40.6,139.0,0.0
5624.0,302.9,312.3,1578.0,36.3,141.0,0.0
5625.0,302.8,312.2,1469.0,36.9,143.0,0.0
5626.0,302.7,312.1,1728.0,24.4,146.0,0.0
5627.0,302.7,312.1,1603.0,32.5,148.0,0.0
5628.0,302.7,312.1,1597.0,39.8,153.0,0.0
5629.0,302.7,312.1,1688.0,32.0,155.0,0.0
5630.0,302.7,312.2,1405.0,51.4,157.0,0.0
5631.0,302.8,312.2,1615.0,32.9,159.0,0.0
5632.0,302.8,312.2,1515.0,36.8,162.0,0.0
5633.0,302.7,312.2,1376.0,52.8,164.0,0.0
5634.0,302.7,312.2,1447.0,47.5,166.0,0.0
5635.0,302.6,312.2,1353.0,56.5,168.0,0.0
5636.0,302.6,312.1,1502.0,47.3,171.0,0.0
5637.0,302.6,312.0,1447.0,45.5,173.0,0.0
5638.0,302.5,312.0,1487.0,46.1,175.0,0.0
5639.0,302.6,312.1,1519.0,38.1,178.0,0.0
5640.0,302.6,312.1,1668.0,28.7,180.0,0.0
5641.0,302.6,312.1,1420.0,51.6,182.0,0.0
5642.0,302.6,312.1,1473.0,37.3,184.0,0.0
5643.0,302.5,312.0,1495.0,38.8,186.0,0.0
5644.0,302.5,312.0,1574.0,42.0,188.0,0.0
5645.0,302.5,312.0,1383.0,51.3,190.0,0.0
5646.0,302.5,312.0,1591.0,29.4,192.0,0.0
5647.0,302.4,311.8,1644.0,37.2,195.0,0.0
5648.0,302.5,311.8,2370.0,14.7,198.0,0.0
5649.0,302.5,311.9,1401.0,44.9,203.0,0.0
5650.0,302.5,311.9,1414.0,51.6,205.0,0.0
5651.0,302.5,312.0,1456.0,46.3,208.0,0.0
5652.0,302.5,312.0,1447.0,45.7,210.0,0.0
5653.0,302.4,311.8,1727.0,26.5,213.0,0.0
5654.0,302.4,311.7,1495.0,36.8,215.0,0.0
5655.0,302.3,311.6,1544.0,34.3,0.0,0.0
5656.0,302.3,311.5,1387.0,47.3,2.0,0.0
5657.0,302.3,311.5,1316.0,47.2,4.0,0.0
5658.0,302.3,311.5,1794.0,26.1,7.0,0.0
5659.0,302.2,311.4,1372.0,55.1,9.0,0.0
5660.0,302.3,311.5,1674.0,30.0,12.0,0.0
5661.0,302.2,311.4,1477.0,41.7,15.0,0.0
5662.0,302.2,311.4,1397.0,53.0,17.0,0.0
5663.0,302.2,311.5,1616.0,34.0,19.0,0.0
5664.0,302.3,311.5,1530.0,42.3,21.0,0.0
5665.0,302.2,311.4,1539.0,35.1,24.0,0.0
5666.0,302.3,311.4,1845.0,21.9,27.0,0.0
5667.0,302.2,311.4,1430.0,43.1,29.0,0.0
5668.0,302.2,311.4,2080.0,19.2,31.0,0.0
5669.0,302.2,311.4,1432.0,45.3,33.0,0.0
5670.0,302.2,311.5,1479.0,39.5,36.0,0.0
5671.0,302.2,311.5,1424.0,45.2,39.0,0.0
5672.0,302.2,311.6,1534.0,37.2,41.0,0.0
5673.0,302.1,311.6,1701.0,26.2,46.0,0.0
5674.0,302.2,311.6,1462.0,50.0,51.0,0.0
5675.0,302.2,311.7,1393.0,42.5,53.0,0.0
5676.0,302.3,311.7,1453.0,42.5,56.0,0.0
5677.0,302.3,311.8,1565.0,37.8,59.0,0.0
5678.0,302.3,311.8,1281.0,51.7,61.0,0.0
5679.0,302.2,311.7,1584.0,36.2,63.0,0.0
5680.0,302.2,311.7,1466.0,49.0,66.0,0.0
5681.0,302.2,311.6,1386.0,50.5,69.0,0.0
5682.0,302.2,311.6,1383.0,44.3,72.0,0.0
5683.0,302.3,311.6,1441.0,53.9,74.0,0.0
5684.0,302.2,311.6,1592.0,37.7,79.0,0.0
5685.0,302.2,311.6,1594.0,36.8,82.0,0.0
5686.0,302.2,311.5,1482.0,45.6,87.0,0.0
5687.0,302.2,311.6,1658.0,31.4,89.0,0.0
5688.0,302.3,311.7,2170.0,18.2,91.0,0.0
5689.0,302.3,311.7,1423.0,44.6,93.0,0.0
5690.0,302.4,311.8,1543.0,31.1,96.0,0.0
5691.0,302.3,311.8,1435.0,44.8,98.0,0.0
5692.0,302.4,311.8,1320.0,56.4,100.0,0.0
5693.0,302.4,311.9,1313.0,55.7,102.0,0.0
5694.0,302.4,311.8,1453.0,42.1,105.0,0.0
5695.0,302.4,311.8,1508.0,45.7,108.0,0.0
5696.0,302.4,311.8,1451.0,42.0,110.0,0.0
5697.0,302.5,311.9,1595.0,34.6,112.0,0.0
5698.0,302.5,311.9,1354.0,49.4,117.0,0.0
5699.0,302.5,311.9,1265.0,59.8,119.0,0.0
5700.0,302.4,311.9,1867.0,25.9,121.0,0.0
5701.0,302.5,311.9,1497.0,41.6,123.0,0.0
5702.0,302.5,311.9,1347.0,54.3,125.0,0.0
5703.0,302.3,311.7,1544.0,43.2,128.0,0.0
5704.0,302.3,311.7,1456.0,45.4,130.0,0.0
5705.0,302.5,311.8,1335.0,52.7,135.0,0.0
5706.0,302.4,311.9,1452.0,43.1,137.0,0.0
5707.0,302.4,311.9,1290.0,70.0,139.0,1.0
5708.0,302.4,311.8,1448.0,43.4,141.0,0.0
5709.0,302.3,311.7,1611.0,38.6,143.0,0.0
5710.0,302.2,311.7,1556.0,38.6,145.0,0.0
5711.0,302.2,311.7,1413.0,46.5,147.0,0.0
5712.0,302.2,311.6,1545.0,35.9,152.0,0.0
5713.0,302.2,311.7,1330.0,54.6,154.0,0.0
5714.0,302.2,311.9,1596.0,38.0,156.0,0.0
5715.0,302.2,311.8,1618.0,36.0,158.0,0.0
5716.0,302.2,311.9,1597.0,35.8,160.0,0.0
5717.0,302.3,312.0,1354.0,52.2,165.0,0.0
5718.0,302.3,312.0,1746.0,28.1,167.0,0.0
5719.0,302.4,312.0,1621.0,32.5,169.0,0.0
5720.0,302.3,312.0,1398.0,43.3,171.0,0.0
5721.0,302.3,311.9,1434.0,51.9,173.0,0.0
5722.0,302.3,311.8,1443.0,43.4,175.0,0.0
5723.0,302.2,311.7,1488.0,44.6,178.0,0.0
5724.0,302.3,311.8,1475.0,48.0,180.0,0.0
5725.0,302.3,311.8,1433.0,50.3,183.0,0.0
5726.0,302.3,311.8,1557.0,34.1,185.0,0.0
5727.0,302.4,311.9,1398.0,50.1,188.0,0.0
5728.0,302.3,311.8,1559.0,34.4,191.0,0.0
5729.0,302.4,311.9,1422.0,46.4,194.0,0.0
5730.0,302.3,311.8,1463.0,35.7,197.0,0.0
5731.0,302.3,311.7,1793.0,25.3,200.0,0.0
5732.0,302.2,311.6,1872.0,20.4,202.0,0.0
5733.0,302.2,311.7,1412.0,44.5,204.0,0.0
5734.0,302.3,311.8,1487.0,43.2,206.0,0.0
5735.0,302.3,311.8,1369.0,56.2,208.0,1.0
5736.0,302.4,311.8,1673.0,30.1,210.0,0.0
5737.0,302.4,311.9,1439.0,36.6,212.0,0.0
5738.0,302.3,311.8,1574.0,42.8,215.0,0.0
5739.0,302.3,311.7,1281.0,48.8,0.0,0.0
5740.0,302.2,311.7,1653.0,31.4,2.0,0.0
5741.0,302.3,311.7,1535.0,38.3,5.0,0.0
5742.0,302.3,311.7,1483.0,40.5,8.0,0.0
5743.0,302.3,311.7,1414.0,47.0,11.0,0.0
5744.0,302.2,311.6,1379.0,42.9,13.0,0.0
5745.0,302.2,311.5,1482.0,42.6,16.0,0.0
5746.0,302.1,311.5,1987.0,20.1,21.0,0.0
5747.0,302.1,311.5,1635.0,31.6,23.0,0.0
5748.0,302.1,311.5,1533.0,39.4,26.0,0.0
5749.0,302.2,311.7,1576.0,34.0,28.0,0.0
5750.0,302.2,311.8,1330.0,62.4,31.0,0.0
5751.0,302.2,311.8,1981.0,21.8,36.0,0.0
5752.0,302.3,311.8,1475.0,42.8,38.0,0.0
5753.0,302.3,311.8,1804.0,25.0,43.0,0.0
5754.0,302.2,311.6,1416.0,54.1,48.0,0.0
5755.0,302.1,311.5,1727.0,27.7,50.0,0.0
5756.0,302.1,311.4,1391.0,49.2,52.0,0.0
5757.0,302.0,311.5,1366.0,52.3,54.0,0.0
5758.0,301.9,311.3,1366.0,55.6,57.0,0.0
5759.0,301.9,311.3,1501.0,40.8,59.0,0.0
5760.0,301.8,311.3,1551.0,35.8,61.0,0.0
5761.0,301.9,311.3,1522.0,35.6,63.0,0.0
5762.0,301.9,311.2,1369.0,49.8,66.0,0.0
5763.0,301.8,311.2,1334.0,52.3,68.0,0.0
5764.0,301.8,311.2,1451.0,39.4,70.0,0.0
5765.0,301.7,311.2,1589.0,37.9,75.0,0.0
5766.0,301.7,311.3,1708.0,30.5,77.0,0.0
5767.0,301.7,311.2,1413.0,42.6,79.0,0.0
5768.0,301.6,311.2,1415.0,46.5,82.0,0.0
5769.0,301.7,311.3,1421.0,45.9,85.0,0.0
5770.0,301.7,311.3,1348.0,51.0,87.0,0.0
5771.0,301.6,311.2,1408.0,42.9,89.0,0.0
5772.0,301.6,311.2,1525.0,43.7,91.0,0.0
5773.0,301.6,311.3,1706.0,29.9,93.0,0.0
5774.0,301.6,311.2,1395.0,46.8,95.0,0.0
5775.0,301.5,311.1,1602.0,34.3,100.0,0.0
5776.0,301.6,311.1,1907.0,21.5,102.0,0.0
5777.0,301.6,311.1,1325.0,49.2,104.0,0.0
5778.0,301.6,311.1,1408.0,44.4,106.0,0.0
5779.0,301.7,311.1,1489.0,41.4,108.0,0.0
5780.0,301.6,311.1,1680.0,29.2,111.0,0.0
5781.0,301.7,311.2,1517.0,42.4,113.0,0.0
5782.0,301.7,311.1,1618.0,36.7,115.0,0.0
5783.0,301.7,311.1,1455.0,39.8,118.0,0.0
5784.0,301.8,311.1,1543.0,36.4,120.0,0.0
5785.0,301.8,311.1,1399.0,41.8,125.0,0.0
5786.0,301.7,311.1,1469.0,37.2,128.0,0.0
5787.0,301.7,311.2,1521.0,36.7,130.0,0.0
5788.0,301.7,311.3,1584.0,38.8,132.0,0.0
5789.0,301.8,311.5,1443.0,43.3,134.0,0.0
5790.0,301.8,311.5,1416.0,49.0,136.0,0.0
5791.0,301.7,311.2,1563.0,34.5,139.0,0.0
5792.0,301.8,311.3,1542.0,40.1,142.0,0.0
5793.0,301.8,311.3,1624.0,31.6,145.0,0.0
5794.0,301.8,311.3,1471.0,44.2,148.0,0.0
5795.0,301.9,311.5,1492.0,40.8,150.0,0.0
5796.0,301.9,311.4,1465.0,39.9,153.0,0.0
5797.0,301.7,311.1,1399.0,55.1,156.0,0.0
5798.0,301.6,311.0,1431.0,42.6,158.0,0.0
5799.0,301.5,310.9,1600.0,39.0,160.0,0.0
5800.0,301.5,310.8,1593.0,34.5,162.0,0.0
5801.0,301.5,310.9,1469.0,44.7,164.0,0.0
5802.0,301.5,310.8,1413.0,44.6,166.0,0.0
5803.0,301.4,310.8,1490.0,38.0,168.0,0.0
5804.0,301.5,310.9,1671.0,31.1,170.0,0.0
5805.0,301.5,310.9,1365.0,46.5,172.0,0.0
5806.0,301.4,310.9,1557.0,39.3,174.0,0.0
5807.0,301.4,310.9,1440.0,45.4,177.0,0.0
5808.0,301.4,310.9,1489.0,38.9,179.0,0.0
5809.0,301.4,311.0,1733.0,25.7,182.0,0.0
5810.0,301.3,311.0,1580.0,36.6,184.0,0.0
5811.0,301.3,311.0,1856.0,21.9,189.0,0.0
5812.0,301.3,311.1,1454.0,40.3,191.0,0.0
5813.0,301.4,311.1,1495.0,36.3,193.0,0.0
5814.0,301.2,311.0,1761.0,29.1,195.0,0.0
5815.0,301.3,311.0,1402.0,47.5,197.0,0.0
5816.0,301.2,311.0,1670.0,33.0,200.0,0.0
5817.0,301.3,311.0,1582.0,35.6,202.0,0.0
5818.0,301.3,311.0,1542.0,35.1,204.0,0.0
5819.0,301.3,311.0,1539.0,36.9,206.0,0.0
5820.0,301.3,311.0,1418.0,41.9,208.0,0.0
5821.0,301.3,311.1,1723.0,27.6,210.0,0.0
5822.0,301.3,311.1,1303.0,49.2,212.0,0.0
5823.0,301.3,311.0,1463.0,50.2,214.0,0.0
5824.0,301.2,311.0,1544.0,39.3,217.0,0.0
5825.0,301.2,311.0,1596.0,37.2,219.0,0.0
5826.0,301.3,311.1,1413.0,42.0,221.0,0.0
5827.0,301.3,311.1,1492.0,41.2,223.0,0.0
5828.0,301.3,311.1,1624.0,40.9,0.0,0.0
5829.0,301.3,311.1,1504.0,39.1,2.0,0.0
5830.0,301.2,311.1,1574.0,34.3,4.0,0.0
5831.0,301.3,311.2,1438.0,42.4,7.0,0.0
5832.0,301.3,311.3,1474.0,50.7,10.0,0.0
5833.0,301.3,311.2,1675.0,32.1,12.0,0.0
5834.0,301.3,311.2,1457.0,44.5,14.0,0.0
5835.0,301.3,311.3,1434.0,49.8,16.0,0.0
5836.0,301.3,311.2,1668.0,30.1,18.0,0.0
5837.0,301.2,311.1,1550.0,39.7,20.0,0.0
5838.0,301.3,311.1,1834.0,25.4,22.0,0.0
5839.0,301.4,311.2,1476.0,36.5,25.0,0.0
5840.0,301.4,311.2,1541.0,36.3,28.0,0.0
5841.0,301.3,311.1,1581.0,30.9,31.0,0.0
5842.0,301.3,311.1,1678.0,30.7,34.0,0.0
5843.0,301.4,311.2,1355.0,50.6,37.0,0.0
5844.0,301.5,311.2,1700.0,28.8,39.0,0.0
5845.0,301.4,311.1,1462.0,37.1,41.0,0.0
5846.0,301.4,311.2,1727.0,26.5,43.0,0.0
5847.0,301.4,311.3,1674.0,33.3,46.0,0.0
5848.0,301.4,311.3,1397.0,42.3,48.0,0.0
5849.0,301.4,311.3,2323.0,15.9,50.0,0.0
5850.0,301.4,311.2,1434.0,47.6,52.0,0.0
5851.0,301.3,311.1,1560.0,35.3,55.0,0.0
5852.0,301.2,311.0,1573.0,32.8,57.0,0.0
5853.0,301.2,310.9,1798.0,22.3,59.0,0.0
5854.0,301.2,311.0,1567.0,35.1,64.0,0.0
5855.0,301.2,310.9,1416.0,53.3,66.0,0.0
5856.0,301.2,310.9,1424.0,45.2,68.0,0.0
5857.0,301.2,310.9,1598.0,35.9,71.0,0.0
5858.0,301.3,310.9,1760.0,23.9,76.0,0.0
5859.0,301.3,311.0,1348.0,44.5,78.0,0.0
5860.0,301.3,311.0,1542.0,33.6,80.0,0.0
5861.0,301.3,310.9,1566.0,33.1,82.0,0.0
5862.0,301.3,311.0,1554.0,47.7,84.0,0.0
5863.0,301.4,311.0,1470.0,40.6,86.0,0.0
5864.0,301.4,311.1,1758.0,25.4,88.0,0.0
5865.0,301.4,311.0,1486.0,36.5,91.0,0.0
5866.0,301.5,311.1,1402.0,40.0,94.0,0.0
5867.0,301.5,311.1,1459.0,45.1,97.0,0.0
5868.0,301.5,311.0,1494.0,45.3,99.0,0.0
5869.0,301.5,311.1,1731.0,27.9,101.0,0.0
5870.0,301.5,311.1,2076.0,18.7,103.0,0.0
5871.0,301.5,311.1,2055.0,16.8,105.0,0.0
5872.0,301.5,311.1,1469.0,49.5,107.0,0.0
5873.0,301.5,311.0,1504.0,42.6,109.0,0.0
5874.0,301.5,311.1,1396.0,43.5,112.0,0.0
5875.0,301.5,311.1,1660.0,33.8,115.0,0.0
5876.0,301.5,311.0,1577.0,39.7,118.0,0.0
5877.0,301.5,311.1,1426.0,52.1,121.0,0.0
5878.0,301.5,311.1,1458.0,41.4,123.0,0.0
5879.0,301.4,311.0,1533.0,45.8,125.0,0.0
5880.0,301.4,311.0,1701.0,28.4,127.0,0.0
5881.0,301.5,311.1,1434.0,49.6,129.0,0.0
5882.0,301.4,311.1,1952.0,22.7,131.0,0.0
5883.0,301.4,311.1,1469.0,36.9,133.0,0.0
5884.0,301.4,311.1,1800.0,26.0,135.0,0.0
5885.0,301.3,311.1,1438.0,43.0,137.0,0.0
5886.0,301.3,311.1,1647.0,28.2,140.0,0.0
5887.0,301.4,311.1,1494.0,41.9,142.0,0.0
5888.0,301.4,311.1,1445.0,41.4,144.0,0.0
5889.0,301.5,311.1,1507.0,38.6,149.0,0.0
5890.0,301.4,311.0,1234.0,55.8,152.0,0.0
5891.0,301.4,311.0,1634.0,32.6,155.0,0.0
5892.0,301.4,311.0,1334.0,53.3,157.0,0.0
5893.0,301.4,311.1,1472.0,44.5,159.0,0.0
5894.0,301.3,311.0,1410.0,52.7,161.0,0.0
5895.0,301.2,310.9,1597.0,37.9,164.0,0.0
5896.0,301.2,310.9,1460.0,46.7,166.0,0.0
5897.0,301.1,310.8,1274.0,55.7,169.0,0.0
5898.0,301.0,310.7,1517.0,40.2,171.0,0.0
5899.0,301.0,310.7,1300.0,57.2,174.0,0.0
5900.0,300.9,310.6,1686.0,27.7,176.0,0.0
5901.0,300.9,310.7,1485.0,41.0,181.0,0.0
5902.0,301.0,310.7,1464.0,45.8,184.0,0.0
5903.0,300.9,310.6,1598.0,35.4,186.0,0.0
5904.0,300.9,310.5,1894.0,21.9,188.0,0.0
5905.0,300.8,310.5,1330.0,59.0,190.0,0.0
5906.0,300.8,310.5,1582.0,31.1,193.0,0.0
5907.0,300.7,310.3,1533.0,35.6,198.0,0.0
5908.0,300.8,310.4,1419.0,46.4,200.0,0.0
5909.0,300.8,310.3,1526.0,36.3,205.0,0.0
5910.0,300.7,310.2,1364.0,65.3,208.0,1.0
5911.0,300.8,310.3,1458.0,43.4,0.0,0.0
5912.0,300.8,310.4,1288.0,64.0,3.0,0.0
5913.0,300.7,310.3,1659.0,29.8,6.0,0.0
5914.0,300.7,310.2,1479.0,52.3,9.0,0.0
5915.0,300.7,310.3,1592.0,36.0,14.0,0.0
5916.0,300.6,310.2,1532.0,38.7,16.0,0.0
5917.0,300.6,310.2,1555.0,41.9,19.0,0.0
5918.0,300.6,310.2,1341.0,52.6,21.0,0.0
5919.0,300.6,310.1,1541.0,42.0,23.0,0.0
5920.0,300.6,310.3,1414.0,50.6,25.0,0.0
5921.0,300.5,310.2,1764.0,25.9,27.0,0.0
5922.0,300.5,310.3,1336.0,57.1,29.0,0.0
5923.0,300.5,310.3,1435.0,43.3,31.0,0.0
5924.0,300.4,310.3,1537.0,35.0,33.0,0.0
5925.0,300.3,310.2,1369.0,48.8,36.0,0.0
5926.0,300.2,310.1,1619.0,31.3,38.0,0.0
5927.0,300.2,310.1,1440.0,51.1,41.0,0.0
5928.0,300.2,310.1,1649.0,30.5,43.0,0.0
5929.0,300.2,310.1,1550.0,38.7,45.0,0.0
5930.0,300.3,310.2,1471.0,45.2,48.0,0.0
5931.0,300.3,310.3,1483.0,51.6,50.0,0.0
5932.0,300.3,310.4,1336.0,54.4,52.0,0.0
5933.0,300.5,310.5,1515.0,36.6,54.0,0.0
5934.0,300.5,310.5,1373.0,47.4,56.0,0.0
5935.0,300.6,310.5,1454.0,51.2,58.0,0.0
5936.0,300.5,310.5,1646.0,34.5,63.0,0.0
5937.0,300.5,310.4,1548.0,37.3,65.0,0.0
5938.0,300.6,310.5,1462.0,41.3,68.0,0.0
5939.0,300.5,310.4,1702.0,33.1,71.0,0.0
5940.0,300.5,310.5,1409.0,60.9,73.0,0.0
5941.0,300.6,310.6,1427.0,52.8,75.0,0.0
5942.0,300.6,310.7,1438.0,48.5,78.0,1.0
5943.0,300.7,310.7,1450.0,43.4,80.0,0.0
